"Age","Edu","WorkAge","Address","DebtRatio","Default","Income.1","CreditDebt.1","OtherDebt.1"
27,2,1,"0",10.3,1,3.04452243772342,0.322083499169113,0.985816794522765
26,2,2,"6",13.6,1,3.2188758248682,0.947789398933526,0.989541193613748
32,1,14,"0",2.4,0,3.61091791264422,0.2390169004705,0.46373401623214
30,1,0,"11",3.7,1,2.89037175789616,0.371563556432483,0.165514438477573
39,1,13,"1",8.9,0,3.66356164612965,1.06471073699243,0.908258560176891
31,1,11,"6",4.8,1,3.36729582998647,0.300104592450338,0.693147180559945
34,1,15,"2",24.7,1,3.68887945411394,1.68082790852077,1.83418018511201
31,1,8,"3",12.6,0,3.73766961828337,0.122217632724249,1.79674701073909
29,2,1,"7",10.4,0,3.25809653802148,0.451075619360217,1.10856261952128
29,1,9,"0",13.9,0,3.25809653802148,0.727548607277278,1.22377543162212
35,2,9,"16",7.6,0,3.43398720448515,0.500775287912489,0.966983846189673
29,1,11,"7",6,0,3.49650756146648,0.657520002916794,0.688134638736401
38,2,2,"16",22.7,1,3.13549421592915,0.792992515529661,1.56653041142282
35,1,16,"15",3.4,0,3.61091791264422,0.165514438477573,0.717839793150317
29,1,11,"5",6.1,0,3.61091791264422,0.536493370514568,0.912282710476616
23,2,3,"4",4.4,0,3.55534806148941,0.231111720963387,0.802001585472027
33,4,9,"8",5.5,0,3.49650756146648,0.405465108108164,0.815364813284194
51,2,19,"25",2.8,0,5.07517381523383,0.727548607277278,1.47704872438835
24,1,4,"2",2.6,0,3.09104245335832,0.0953101798043249,0.371563556432483
31,1,10,"12",9.8,1,3.91202300542815,1.44456326924387,0.943905898907129
45,1,10,"14",5.4,0,3.97029191355212,0.657520002916794,1.05779029414785
29,1,3,"1",9,0,2.89037175789616,0.385262400790645,0.72270598280149
34,1,0,"10",17.1,0,3.04452243772342,1.11514159061932,0.86288995514704
25,2,4,"5",5,1,3.3322045101752,0.438254930931155,0.587786664902119
37,1,20,"2",1.9,0,4.04305126783455,0.431782416425538,0.418710334858185
47,1,29,"18",25.3,1,4.86753445045558,3.0708397460408,2.57108434602905
43,2,6,"24",9.6,0,4.00733318523247,0.482426149244293,1.71559810826249
47,1,22,"19",5.5,0,4.40671924726425,0.920282753143692,1.37371557891303
24,1,6,"2",5.2,0,3.09104245335832,0.104360015324243,0.683096844706444
27,3,5,"1",6.3,0,4.33073334028633,1.16627093714192,1.25846098961001
25,1,9,"4",1.2,0,2.94443897916644,0.0676586484738149,0.139761942375159
36,3,11,"12",14.7,0,3.80666248977032,0.371563556432483,1.94876321803772
39,1,16,"20",19.4,0,4.06044301054642,0.940007258491471,2.35137525716348
26,1,10,"1",7.1,0,3.25809653802148,0.837247524533702,0.385262400790645
41,1,4,"19",10.1,0,3.25809653802148,0.72270598280149,0.900161349944271
39,1,19,"15",27.1,1,4.11087386417331,2.35991015961332,2.03731661537916
37,1,18,"8",12.1,0,4.00733318523247,1.72097928716701,1.07840958135059
29,1,2,"0",14.4,1,2.70805020110221,0.46373401623214,0.887891257352457
42,1,6,"9",11.6,0,3.46573590279973,0.703097511413113,1.27256559579155
31,4,1,"6",11.1,0,3.40119738166216,0.727548607277278,1.14740245283754
36,1,4,"15",17.3,0,2.89037175789616,0.418710334858185,1.22964055107451
39,1,16,"4",20,0,3.97029191355212,1.64093657949347,1.97962120639763
23,4,0,"2",6.7,0,3.17805383034795,0.385262400790645,0.727548607277278
39,1,4,"15",7,0,3.52636052461616,0.336472236621213,1.0681530811834
27,3,4,"1",3.1,1,3.71357206670431,0.246860077931526,0.672944473242426
24,1,8,"4",5,0,3.2188758248682,0.322083499169113,0.598836501088704
27,3,3,"4",11,1,3.8286413964891,0.254642218373581,1.73342389221509
41,1,16,"22",1.6,0,3.91202300542815,0.357674444271816,0.300104592450338
38,1,0,"8",8.1,1,3.17805383034795,0.641853886172395,0.678033542749897
40,2,5,"12",16.4,1,3.58351893845611,0.947789398933526,1.64093657949347
54,1,25,"12",26.5,1,4.79579054559674,2.74727091425549,2.90142159408275
40,1,12,"6",17.4,0,4.49980967033027,1.32707500145992,2.61812549357422
40,1,2,"4",3.7,0,3.49650756146648,0.615185639090233,0.285178942233662
29,1,1,"8",8,0,3.46573590279973,0.148420005118273,1.1999647829284
30,1,8,"6",12,0,3.17805383034795,0.56531380905006,1.09861228866811
29,1,1,"1",1.1,0,2.94443897916644,0.0295588022415444,0.157003748809665
29,3,3,"3",2.4,1,3.93182563272433,0.231111720963387,0.662687973075237
28,4,2,"4",2.5,1,3.73766961828337,0.378436435720245,0.451075619360217
28,4,0,"5",10.4,0,3.66356164612965,0.494696241836107,1.46325540225602
39,2,16,"9",14.3,0,4.49980967033027,1.79175946922805,2.16676536985151
32,1,11,"2",3.3,0,3.98898404656427,0.0861776962410524,0.978326122793608
36,2,7,"16",15.4,0,3.78418963391826,1.2947271675944,1.60341984010854
39,1,20,"12",8.2,0,3.68887945411394,0.570979546585738,1.22964055107451
28,3,6,"8",19.8,1,3.87120101090789,1.88251383249652,1.55392520250384
28,1,4,"2",14.2,1,3.36729582998647,0.364643113587909,1.51292701205326
46,1,6,"19",12.2,0,3.46573590279973,1.0952733874026,1.02961941718116
30,2,4,"8",6.5,0,2.77258872223978,0.300104592450338,0.482426149244293
39,2,15,"19",4.9,0,3.49650756146648,0.350656871613169,0.765467842139571
40,3,5,"3",16,1,5.39816270151775,2.21593728626837,3.3332753651767
44,2,18,"4",13.4,0,4.31748811353631,1.708377860289,1.85473426838944
30,1,0,"8",16.6,1,2.99573227355399,0.482426149244293,1.26129787094521
24,2,3,"0",4.3,0,2.99573227355399,0.307484699747961,0.378436435720245
32,1,10,"13",11.3,0,3.49650756146648,0.774727167552368,1.23837423104327
29,2,3,"8",2.6,0,2.77258872223978,0.139761942375159,0.215111379616945
40,2,2,"1",3.8,0,3.61091791264422,0.246860077931526,0.73716406597672
41,2,8,"21",0.7,0,3.78418963391826,0.0861776962410524,0.198850858745165
22,1,1,"3",18.6,0,2.89037175789616,0.593326845277734,1.21194097397511
38,1,10,"8",1.2,0,3.55534806148941,0.0392207131532813,0.314810739840034
37,2,6,"13",8.5,0,4.14313472639153,0.783901543828409,1.62531126159039
41,3,18,"6",15.7,1,4.27666611901606,2.02419306744936,1.71918877639322
41,3,7,"6",14.5,1,4.04305126783455,0.314810739840034,2.16905370036952
39,1,2,"15",23.1,1,3.13549421592915,1.07158361628019,1.42791603581071
24,2,0,"2",16.1,1,2.77258872223978,0.27763173659828,1.12817109090965
